"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"충청북도 보은군 탄부면(4372034000)","1,606","0","0"
"충청북도 보은군 삼승면(4372035000)","2,311","3","3"
"충청북도 보은군 수한면(4372036000)","1,872","2","2"
"충청북도 보은군 회남면(4372037000)","723","1","1"
"충청북도 보은군 회인면(4372038500)","1,727","1","1"
"충청북도 보은군 내북면(4372039000)","1,663","1","1"
"충청북도 보은군 산외면(4372040000)","1,742","2","2"
"충청북도 옥천군 (4373000000)","49,919","126","126"
"충청북도 옥천군 옥천읍(4373025000)","28,889","94","94"
"충청북도 옥천군 동이면(4373031000)","3,227","7","7"
"충청북도 옥천군 안남면(4373032000)","1,404","2","2"
"충청북도 옥천군 안내면(4373033000)","1,899","5","5"
"충청북도 옥천군 청성면(4373034000)","2,345","6","6"
"충청북도 옥천군 청산면(4373035000)","2,954","5","5"
"충청북도 옥천군 이원면(4373036000)","4,047","5","5"
"충청북도 옥천군 군서면(4373037000)","2,165","0","0"
"충청북도 옥천군 군북면(4373038000)","2,989","2","2"
"충청북도 영동군 (4374000000)","45,457","136","136"
"충청북도 영동군 영동읍(4374025000)","20,028","94","94"
"충청북도 영동군 용산면(4374031000)","3,281","7","7"
"충청북도 영동군 황간면(4374032000)","4,128","10","10"
"충청북도 영동군 추풍령면(4374033500)","2,216","2","2"
"충청북도 영동군 매곡면(4374034000)","1,880","5","5"
"충청북도 영동군 상촌면(4374035000)","2,260","0","0"
"충청북도 영동군 양강면(4374036000)","3,089","7","7"
"충청북도 영동군 용화면(4374037000)","967","2","2"
"충청북도 영동군 학산면(4374038000)","2,735","2","2"
"충청북도 영동군 양산면(4374039000)","1,784","0","0"
"충청북도 영동군 심천면(4374040000)","3,089","7","7"
"충청북도 증평군 (4374500000)","37,003","185","185"
"충청북도 증평군 증평읍(4374525000)","35,194","180","180"
"충청북도 증평군 도안면(4374531000)","1,809","5","5"
"충청북도 진천군 (4375000000)","85,671","486","486"
"충청북도 진천군 진천읍(4375025000)","30,124","106","106"
"충청북도 진천군 덕산읍(4375025300)","29,925","317","317"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0"
"충청북도 진천군 초평면(4375032000)","3,067","4","4"
"충청북도 진천군 문백면(4375033000)","3,485","8","8"
"충청북도 진천군 백곡면(4375034000)","2,078","0","0"
"충청북도 진천군 이월면(4375035000)","6,283","13","13"
"충청북도 진천군 광혜원면(4375037000)","10,709","38","38"
"충청북도 괴산군 (4376000000)","37,323","68","68"
"충청북도 괴산군 괴산읍(4376025000)","9,483","35","35"
"충청북도 괴산군 감물면(4376031000)","2,152","3","3"
"충청북도 괴산군 장연면(4376032000)","1,911","1","1"
"충청북도 괴산군 연풍면(4376033000)","2,321","1","1"
"충청북도 괴산군 칠성면(4376034000)","3,106","7","7"
"충청북도 괴산군 문광면(4376035000)","2,210","3","3"
"충청북도 괴산군 청천면(4376036000)","5,172","9","9"
"충청북도 괴산군 청안면(4376037000)","3,456","2","2"
"충청북도 괴산군 사리면(4376039000)","2,689","1","1"
"충청북도 괴산군 소수면(4376040000)","2,109","5","5"
"충청북도 괴산군 불정면(4376041000)","2,714","1","1"
"충청북도 음성군 (4377000000)","92,186","335","335"
"충청북도 음성군 음성읍(4377025000)","16,573","36","36"
"충청북도 음성군 금왕읍(4377025300)","19,544","66","66"
"충청북도 음성군 소이면(4377031000)","2,881","3","3"
"충청북도 음성군 원남면(4377032000)","2,999","2","2"
"충청북도 음성군 맹동면(4377033000)","13,153","103","103"
"충청북도 음성군 대소면(4377034000)","15,785","70","70"
"충청북도 음성군 삼성면(4377035000)","6,788","9","9"
"충청북도 음성군 생극면(4377036000)","4,505","9","9"
"충청북도 음성군 감곡면(4377037000)","9,958","37","37"
"충청북도 단양군 (4380000000)","28,065","69","69"
"충청북도 단양군 단양읍(4380025000)","10,238","42","42"
"충청북도 단양군 매포읍(4380025300)","5,164","14","14"
"충청북도 단양군 대강면(4380031000)","2,425","2","2"
"충청북도 단양군 가곡면(4380032000)","2,039","1","1"
"충청북도 단양군 영춘면(4380033000)","3,177","3","3"
"충청북도 단양군 어상천면(4380034000)","1,857","1","1"
"충청북도 단양군 적성면(4380035000)","1,514","3","3"
"충청북도 단양군 단성면(4380036000)","1,651","3","3"
"충청남도  (4400000000)","2,119,661","10,344","10,344"
"충청남도 천안시 (4413000000)","657,241","4,098","4,098"
"충청남도 천안시 동남구 (4413100000)","255,332","1,181","1,181"
"충청남도 천안시 동남구 목천읍(4413125000)","24,154","80","80"
"충청남도 천안시 동남구 풍세면(4413131000)","4,080","2","2"
"충청남도 천안시 동남구 광덕면(4413132000)","4,241","3","3"
"충청남도 천안시 동남구 북면(4413133000)","4,364","2","2"
"충청남도 천안시 동남구 성남면(4413134000)","3,064","4","4"
"충청남도 천안시 동남구 수신면(4413135000)","2,298","4","4"
"충청남도 천안시 동남구 병천면(4413136000)","6,286","12","12"
"충청남도 천안시 동남구 동면(4413137000)","2,043","1","1"
"충청남도 천안시 동남구 중앙동(4413151000)","5,398","19","19"
"충청남도 천안시 동남구 문성동(4413152000)","5,402","47","47"
"충청남도 천안시 동남구 원성1동(4413153000)","8,555","22","22"
"충청남도 천안시 동남구 원성2동(4413154000)","9,166","16","16"
"충청남도 천안시 동남구 봉명동(4413155000)","17,981","96","96"
"충청남도 천안시 동남구 일봉동(4413156000)","22,819","70","70"
"충청남도 천안시 동남구 신방동(4413157000)","44,135","231","231"
"충청남도 천안시 동남구 청룡동(4413158000)","54,480","330","330"
"충청남도 천안시 동남구 신안동(4413159000)","36,866","242","242"
"충청남도 천안시 서북구 (4413300000)","401,909","2,917","2,917"
"충청남도 천안시 서북구 성환읍(4413325000)","23,689","60","60"
"충청남도 천안시 서북구 성거읍(4413325300)","21,262","94","94"
"충청남도 천안시 서북구 직산읍(4413325600)","20,020","88","88"
"충청남도 천안시 서북구 입장면(4413331000)","8,400","8","8"
"충청남도 천안시 서북구 성정1동(4413351000)","17,812","92","92"
"충청남도 천안시 서북구 성정2동(4413352000)","25,960","91","91"
"충청남도 천안시 서북구 쌍용1동(4413353000)","13,581","35","35"
"충청남도 천안시 서북구 쌍용2동(4413354000)","36,979","183","183"
"충청남도 천안시 서북구 쌍용3동(4413355000)","18,400","71","71"
"충청남도 천안시 서북구 백석동(4413356000)","40,087","253","253"
"충청남도 천안시 서북구 불당1동(4413356600)","32,691","354","354"
"충청남도 천안시 서북구 불당2동(4413356700)","36,679","363","363"
"충청남도 천안시 서북구 부성1동(4413358000)","48,764","460","460"
"충청남도 천안시 서북구 부성2동(4413359000)","57,585","765","765"
"충청남도 공주시 (4415000000)","103,090","343","343"
"충청남도 공주시 유구읍(4415025000)","7,159","17","17"
"충청남도 공주시 이인면(4415031000)","3,154","4","4"
"충청남도 공주시 탄천면(4415032000)","2,890","5","5"
"충청남도 공주시 계룡면(4415033000)","5,328","6","6"
"충청남도 공주시 반포면(4415034000)","4,219","3","3"
"충청남도 공주시 의당면(4415036000)","4,609","5","5"
"충청남도 공주시 정안면(4415037000)","4,757","7","7"
"충청남도 공주시 우성면(4415038000)","5,168","7","7"
"충청남도 공주시 사곡면(4415039000)","2,831","6","6"
"충청남도 공주시 신풍면(4415040000)","3,153","5","5"
"충청남도 공주시 중학동(4415051000)","4,609","15","15"
"충청남도 공주시 웅진동(4415054000)","8,139","39","39"
"충청남도 공주시 금학동(4415055000)","5,399","14","14"
"충청남도 공주시 옥룡동(4415056000)","7,771","24","24"
"충청남도 공주시 신관동(4415057000)","19,739","96","96"
"충청남도 공주시 월송동(4415059000)","14,165","90","90"
"충청남도 보령시 (4418000000)","97,842","342","342"
"충청남도 보령시 웅천읍(4418025000)","6,040","10","10"
"충청남도 보령시 주포면(4418031000)","1,605","0","0"
"충청남도 보령시 오천면(4418032000)","2,137","3","3"
"충청남도 보령시 오천면어항출장소(4418032500)","1,586","3","3"
"충청남도 보령시 원산도출장소(4418032800)","1,096","0","0"
"충청남도 보령시 천북면(4418033000)","3,405","5","5"
"충청남도 보령시 청소면(4418034000)","2,580","1","1"
"충청남도 보령시 청라면(4418035000)","3,785","2","2"
"충청남도 보령시 남포면(4418036000)","5,073","5","5"
"충청남도 보령시 주산면(4418038000)","2,393","0","0"
"충청남도 보령시 미산면(4418039000)","1,700","2","2"
"충청남도 보령시 성주면(4418040000)","2,117","5","5"
"충청남도 보령시 주교면(4418041000)","5,137","7","7"
"충청남도 보령시 대천1동(4418051500)","13,808","62","62"
"충청남도 보령시 대천2동(4418052500)","6,592","23","23"
"충청남도 보령시 대천3동(4418053500)","15,988","88","88"
"충청남도 보령시 대천4동(4418054500)","16,609","108","108"
"충청남도 보령시 대천5동(4418056500)","6,191","18","18"
"충청남도 아산시 (4420000000)","329,684","1,826","1,826"
"충청남도 아산시 염치읍(4420025000)","6,364","15","15"
"충청남도 아산시 배방읍(4420025300)","82,920","619","619"
"충청남도 아산시 송악면(4420031000)","4,212","1","1"
"충청남도 아산시 탕정면(4420033000)","29,679","204","204"
"충청남도 아산시 음봉면(4420035000)","20,341","113","113"
"충청남도 아산시 둔포면(4420036000)","22,838","220","220"
"충청남도 아산시 영인면(4420037000)","5,467","2","2"
"충청남도 아산시 인주면(4420038000)","6,134","21","21"
"충청남도 아산시 선장면(4420039000)","3,025","3","3"
"충청남도 아산시 도고면(4420040000)","4,439","8","8"
"충청남도 아산시 신창면(4420041000)","19,323","68","68"
"충청남도 아산시 온양1동(4420057000)","9,227","58","58"
"충청남도 아산시 온양2동(4420058000)","10,743","28","28"
"충청남도 아산시 온양3동(4420059000)","37,324","161","161"
"충청남도 아산시 온양4동(4420060000)","18,266","63","63"
"충청남도 아산시 온양5동(4420061000)","21,092","76","76"
"충청남도 아산시 온양6동(4420062000)","28,290","166","166"
"충청남도 서산시 (4421000000)","176,407","1,024","1,024"
"충청남도 서산시 대산읍(4421025000)","13,320","58","58"
"충청남도 서산시 인지면(4421031000)","7,250","28","28"
"충청남도 서산시 부석면(4421032000)","5,282","2","2"
"충청남도 서산시 팔봉면(4421033000)","3,339","3","3"
"충청남도 서산시 지곡면(4421034000)","8,247","29","29"
"충청남도 서산시 성연면(4421036000)","15,556","285","285"
"충청남도 서산시 음암면(4421037000)","9,289","26","26"
"충청남도 서산시 운산면(4421038000)","4,968","4","4"
"충청남도 서산시 해미면(4421039000)","7,203","11","11"
"충청남도 서산시 고북면(4421040000)","6,073","31","31"
"충청남도 서산시 부춘동(4421051000)","19,097","106","106"
"충청남도 서산시 동문1동(4421052500)","18,497","85","85"
"충청남도 서산시 동문2동(4421053500)","8,676","18","18"
"충청남도 서산시 수석동(4421054000)","15,755","68","68"
"충청남도 서산시 석남동(4421055000)","33,855","270","270"
"충청남도 논산시 (4423000000)","113,659","394","394"
"충청남도 논산시 강경읍(4423025000)","7,796","10","10"
"충청남도 논산시 연무읍(4423025300)","13,217","63","63"
"충청남도 논산시 성동면(4423031000)","3,985","1","1"
"충청남도 논산시 광석면(4423032000)","4,097","7","7"
"충청남도 논산시 노성면(4423033000)","2,872","5","5"
"충청남도 논산시 상월면(4423034000)","3,453","1","1"
"충청남도 논산시 부적면(4423035000)","3,479","6","6"
"충청남도 논산시 연산면(4423036000)","5,975","3","3"
"충청남도 논산시 벌곡면(4423038000)","2,402","6","6"
"충청남도 논산시 양촌면(4423039000)","6,121","33","33"
"충청남도 논산시 가야곡면(4423040000)","3,365","3","3"
"충청남도 논산시 은진면(4423041000)","3,944","3","3"
"충청남도 논산시 채운면(4423042000)","2,169","3","3"
"충청남도 논산시 취암동(4423051000)","35,009","177","177"
"충청남도 논산시 부창동(4423052000)","15,775","73","73"
"충청남도 계룡시 (4425000000)","43,509","171","171"
"충청남도 계룡시 두마면(4425031000)","8,307","39","39"
"충청남도 계룡시 엄사면(4425031500)","18,148","46","46"
"충청남도 계룡시 신도안면(4425033000)","8,545","62","62"
"충청남도 계룡시 금암동(4425051000)","8,509","24","24"
"충청남도 당진시 (4427000000)","166,928","896","896"
"충청남도 당진시 합덕읍(4427025000)","8,552","9","9"
"충청남도 당진시 송악읍(4427025300)","30,518","226","226"
"충청남도 당진시 고대면(4427031000)","5,240","6","6"
"충청남도 당진시 석문면(4427032000)","9,393","36","36"
"충청남도 당진시 대호지면(4427033000)","2,366","4","4"
"충청남도 당진시 정미면(4427034000)","3,581","4","4"
"충청남도 당진시 면천면(4427035000)","3,492","4","4"
"충청남도 당진시 순성면(4427036000)","4,989","10","10"
"충청남도 당진시 우강면(4427037000)","5,473","11","11"
"충청남도 당진시 신평면(4427038000)","15,317","49","49"
"충청남도 당진시 송산면(4427039000)","11,776","45","45"
"충청남도 당진시 당진1동(4427051000)","25,193","186","186"
"충청남도 당진시 당진2동(4427052000)","23,281","196","196"
"충청남도 당진시 당진3동(4427053000)","17,757","110","110"
"충청남도 금산군 (4471000000)","50,245","122","122"
"충청남도 금산군 금산읍(4471025000)","22,226","77","77"
"충청남도 금산군 금성면(4471031000)","3,228","6","6"
"충청남도 금산군 제원면(4471032000)","2,788","5","5"
"충청남도 금산군 부리면(4471033000)","2,467","4","4"
"충청남도 금산군 군북면(4471034000)","2,472","5","5"
"충청남도 금산군 남일면(4471035000)","2,829","3","3"
"충청남도 금산군 남이면(4471036000)","2,094","1","1"
"충청남도 금산군 진산면(4471037000)","3,206","7","7"
